,type,value,date
875,PRCP,0,1980-11-1
876,TMAX,255,1980-12-1
877,TMIN,140,1980-12-1
878,PRCP,0,1980-12-1
879,TMAX,310,1955-04-2
880,TMIN,150,1955-04-2
881,PRCP,0,1955-04-2
882,TMAX,310,1955-05-2
883,TMIN,160,1955-05-2
884,PRCP,0,1955-05-2
885,TMAX,290,1955-06-2
886,TMIN,160,1955-06-2
887,PRCP,435,1955-06-2
888,TMAX,270,1955-07-2
889,TMIN,150,1955-07-2
890,PRCP,0,1955-07-2
891,TMAX,230,1955-08-2
892,TMIN,150,1955-08-2
893,PRCP,182,1955-08-2
894,TMAX,200,1955-09-2
895,TMIN,150,1955-09-2
896,PRCP,89,1955-09-2
897,TMAX,260,1955-10-2
898,TMIN,150,1955-10-2
899,PRCP,214,1955-10-2
900,TMAX,270,1955-11-2
901,TMIN,140,1955-11-2
902,PRCP,0,1955-11-2
903,TMAX,250,1955-12-2
904,TMIN,130,1955-12-2
905,PRCP,0,1955-12-2
906,TMAX,240,1956-01-2
907,TMIN,100,1956-01-2
908,PRCP,0,1956-01-2
909,TMAX,250,1956-02-2
910,TMIN,120,1956-02-2
911,PRCP,0,1956-02-2
912,TMAX,300,1956-03-2
913,TMIN,140,1956-03-2
914,PRCP,0,1956-03-2
915,TMAX,310,1956-04-2
916,TMIN,160,1956-04-2
917,PRCP,0,1956-04-2
918,TMAX,270,1956-05-2
919,TMIN,140,1956-05-2
920,PRCP,0,1956-05-2
921,TMAX,260,1956-06-2
922,TMIN,130,1956-06-2
923,PRCP,23,1956-06-2
924,TMAX,250,1956-07-2
925,TMIN,150,1956-07-2
926,PRCP,0,1956-07-2
927,TMAX,240,1956-08-2
928,TMIN,140,1956-08-2
929,PRCP,0,1956-08-2
930,TMAX,250,1956-09-2
931,TMIN,160,1956-09-2
932,PRCP,55,1956-09-2
933,TMAX,260,1956-10-2
934,TMIN,150,1956-10-2
935,PRCP,0,1956-10-2
936,TMAX,240,1956-12-2
937,TMIN,140,1956-12-2
938,PRCP,0,1956-12-2
939,TMAX,250,1957-01-2
940,TMIN,110,1957-01-2
941,PRCP,0,1957-01-2
942,TMAX,280,1957-02-2
943,TMIN,140,1957-02-2
944,PRCP,0,1957-02-2
945,TMAX,280,1957-03-2
946,TMIN,130,1957-03-2
947,PRCP,0,1957-03-2
948,TMAX,290,1957-04-2
949,TMIN,160,1957-04-2
950,PRCP,0,1957-04-2
951,TMAX,310,1957-05-2
952,TMIN,170,1957-05-2
953,PRCP,0,1957-05-2
954,TMAX,280,1957-06-2
955,TMIN,170,1957-06-2
956,PRCP,0,1957-06-2
957,TMAX,270,1957-07-2
958,TMIN,170,1957-07-2
959,PRCP,114,1957-07-2
960,TMAX,270,1957-08-2
961,TMIN,160,1957-08-2
962,PRCP,42,1957-08-2
963,TMAX,240,1957-10-2
964,TMIN,140,1957-10-2
965,PRCP,0,1957-10-2
966,TMAX,280,1957-11-2
967,TMIN,160,1957-11-2
968,PRCP,0,1957-11-2
969,TMAX,240,1957-12-2
970,TMIN,90,1957-12-2
971,PRCP,0,1957-12-2
972,TMAX,220,1958-01-2
973,TMIN,100,1958-01-2
974,PRCP,0,1958-01-2
975,TMAX,250,1958-02-2
976,TMIN,100,1958-02-2
977,PRCP,0,1958-02-2
978,TMAX,290,1958-03-2
979,TMIN,150,1958-03-2
980,PRCP,0,1958-03-2
981,TMAX,320,1958-04-2
982,TMIN,160,1958-04-2
983,PRCP,0,1958-04-2
984,TMAX,320,1958-05-2
985,TMIN,140,1958-05-2
986,PRCP,0,1958-05-2
987,TMAX,290,1958-06-2
988,TMIN,160,1958-06-2
989,PRCP,7,1958-06-2
990,TMAX,260,1958-07-2
991,TMIN,160,1958-07-2
992,PRCP,553,1958-07-2
993,TMAX,270,1958-08-2
994,TMIN,160,1958-08-2
995,PRCP,0,1958-08-2
996,TMAX,250,1958-09-2
997,TMIN,160,1958-09-2
998,PRCP,50,1958-09-2
999,TMAX,270,1958-10-2
1000,TMIN,150,1958-10-2
1001,PRCP,473,1958-10-2
1002,TMAX,250,1958-11-2
1003,TMIN,160,1958-11-2
1004,PRCP,547,1958-11-2
1005,TMAX,250,1958-12-2
1006,TMIN,130,1958-12-2
1007,PRCP,0,1958-12-2
1008,TMAX,200,1959-01-2
1009,TMIN,90,1959-01-2
1010,PRCP,0,1959-01-2
1011,TMAX,270,1959-02-2
1012,TMIN,150,1959-02-2
1013,PRCP,0,1959-02-2
1014,TMAX,280,1959-03-2
1015,TMIN,150,1959-03-2
1016,PRCP,0,1959-03-2
1017,TMAX,280,1959-04-2
1018,TMIN,160,1959-04-2
1019,PRCP,0,1959-04-2
1020,TMAX,310,1959-05-2
1021,TMIN,130,1959-05-2
1022,PRCP,0,1959-05-2
1023,TMAX,290,1959-06-2
1024,TMIN,180,1959-06-2
1025,PRCP,85,1959-06-2
1026,TMAX,260,1959-07-2
1027,TMIN,150,1959-07-2
1028,PRCP,0,1959-07-2
1029,TMAX,250,1959-08-2
1030,TMIN,150,1959-08-2
1031,PRCP,98,1959-08-2
1032,TMAX,250,1959-09-2
1033,TMIN,150,1959-09-2
1034,PRCP,0,1959-09-2
1035,TMAX,250,1959-10-2
1036,TMIN,150,1959-10-2
1037,PRCP,0,1959-10-2
1038,TMAX,260,1959-11-2
1039,TMIN,140,1959-11-2
1040,PRCP,0,1959-11-2
1041,TMAX,250,1959-12-2
1042,TMIN,110,1959-12-2
1043,PRCP,0,1959-12-2
1044,TMAX,270,1960-01-2
1045,TMIN,140,1960-01-2
1046,PRCP,0,1960-01-2
1047,TMAX,250,1960-02-2
1048,TMIN,130,1960-02-2
1049,PRCP,0,1960-02-2
1050,TMAX,280,1960-03-2
1051,TMIN,150,1960-03-2
1052,PRCP,0,1960-03-2
1053,TMAX,300,1960-04-2
1054,TMIN,150,1960-04-2
1055,PRCP,0,1960-04-2
1056,TMAX,330,1960-05-2
1057,TMIN,180,1960-05-2
1058,PRCP,0,1960-05-2
1059,TMAX,320,1960-06-2
1060,TMIN,190,1960-06-2
1061,PRCP,0,1960-06-2
1062,TMAX,270,1960-07-2
1063,TMIN,180,1960-07-2
1064,PRCP,126,1960-07-2
1065,TMAX,270,1960-08-2
1066,TMIN,150,1960-08-2
1067,PRCP,68,1960-08-2
1068,TMAX,250,1960-09-2
1069,TMIN,160,1960-09-2
1070,PRCP,0,1960-09-2
1071,TMAX,270,1960-10-2
1072,TMIN,160,1960-10-2
1073,PRCP,0,1960-10-2
1074,TMAX,260,1960-11-2
1075,TMIN,130,1960-11-2
1076,PRCP,0,1960-11-2
1077,TMAX,240,1960-12-2
1078,TMIN,100,1960-12-2
1079,PRCP,0,1960-12-2
1080,TMAX,260,1961-01-2
1081,TMIN,140,1961-01-2
1082,PRCP,0,1961-01-2
1083,TMAX,260,1961-02-2
1084,TMIN,140,1961-02-2
1085,PRCP,0,1961-02-2
1086,TMAX,300,1961-03-2
1087,TMIN,160,1961-03-2
1088,PRCP,0,1961-03-2
1089,TMAX,310,1961-04-2
1090,TMIN,160,1961-04-2
1091,PRCP,0,1961-04-2
1092,TMAX,320,1961-05-2
1093,TMIN,160,1961-05-2
1094,PRCP,0,1961-05-2
1095,TMAX,300,1961-06-2
1096,TMIN,150,1961-06-2
1097,PRCP,35,1961-06-2
1098,TMAX,270,1961-07-2
1099,TMIN,160,1961-07-2
1100,PRCP,28,1961-07-2
1101,TMAX,250,1961-08-2
1102,TMIN,140,1961-08-2
1103,PRCP,178,1961-08-2
1104,TMAX,250,1961-09-2
1105,TMIN,150,1961-09-2
1106,PRCP,149,1961-09-2
1107,TMAX,250,1961-10-2
1108,TMIN,140,1961-10-2
1109,PRCP,37,1961-10-2
1110,TMAX,270,1961-11-2
1111,TMIN,150,1961-11-2
1112,PRCP,0,1961-11-2
1113,TMAX,220,1961-12-2
1114,TMIN,90,1961-12-2
1115,PRCP,0,1961-12-2
1116,TMAX,250,1962-01-2
1117,TMIN,100,1962-01-2
1118,PRCP,0,1962-01-2
1119,TMAX,270,1962-02-2
1120,TMIN,120,1962-02-2
1121,PRCP,0,1962-02-2
1122,TMAX,300,1962-03-2
1123,TMIN,160,1962-03-2
1124,PRCP,0,1962-03-2
1125,TMAX,310,1962-04-2
1126,TMIN,160,1962-04-2
1127,PRCP,0,1962-04-2
1128,PRCP,0,1962-05-2
1129,PRCP,0,1962-06-2
1130,PRCP,0,1962-08-2
1133,PRCP,0,1962-09-2
1134,TMAX,280,1962-10-2
1135,TMIN,165,1962-10-2
1136,PRCP,63,1962-10-2
1137,TMAX,275,1962-11-2
1138,TMIN,130,1962-11-2
1139,PRCP,0,1962-11-2
1140,TMAX,300,1962-12-2
1141,TMIN,130,1962-12-2
1142,PRCP,0,1962-12-2
1143,TMAX,280,1963-01-2
1144,TMIN,130,1963-01-2
1145,PRCP,0,1963-01-2
1146,TMAX,280,1963-02-2
1147,TMIN,130,1963-02-2
1148,PRCP,0,1963-02-2
1149,TMAX,250,1963-03-2
1150,TMIN,140,1963-03-2
1151,PRCP,0,1963-03-2
1152,TMAX,235,1963-05-2
1153,TMIN,125,1963-05-2
1154,PRCP,0,1963-05-2
1155,TMAX,240,1963-08-2
1156,TMIN,170,1963-08-2
1157,PRCP,36,1963-08-2
1158,TMAX,240,1963-09-2
1159,TMIN,160,1963-09-2
1160,PRCP,40,1963-09-2
1161,TMAX,290,1963-10-2
1162,TMIN,170,1963-10-2
1163,PRCP,0,1963-10-2
1164,TMAX,180,1963-11-2
1165,TMIN,160,1963-11-2
1166,PRCP,0,1963-11-2
1167,TMAX,150,1963-12-2
1168,TMIN,120,1963-12-2
1169,PRCP,0,1963-12-2
1170,TMAX,250,1964-02-2
1171,TMIN,170,1964-02-2
1172,PRCP,0,1964-02-2
1173,TMAX,270,1964-03-2
1174,TMIN,140,1964-03-2
1175,PRCP,0,1964-03-2
1176,TMAX,300,1964-04-2
1177,TMIN,170,1964-04-2
1178,PRCP,0,1964-04-2
1179,TMAX,330,1964-05-2
1180,TMIN,190,1964-05-2
1181,PRCP,0,1964-05-2
1182,TMAX,225,1964-06-2
1183,TMIN,150,1964-06-2
1184,PRCP,60,1964-06-2
1185,TMAX,250,1964-07-2
1186,TMIN,160,1964-07-2
1187,PRCP,60,1964-07-2
1188,TMAX,240,1964-08-2
1189,TMIN,150,1964-08-2
1190,PRCP,20,1964-08-2
1191,TMAX,240,1964-09-2
1192,TMIN,150,1964-09-2
1193,PRCP,0,1964-09-2
1194,TMAX,240,1964-10-2
1195,TMIN,160,1964-10-2
1196,PRCP,325,1964-10-2
1197,TMAX,250,1964-11-2
1198,TMIN,130,1964-11-2
1199,PRCP,0,1964-11-2
1200,TMAX,210,1964-12-2
1201,TMIN,130,1964-12-2
1202,PRCP,0,1964-12-2
1203,TMAX,240,1965-01-2
1204,TMIN,130,1965-01-2
1205,PRCP,0,1965-01-2
1206,TMAX,250,1965-05-2
1207,TMIN,150,1965-05-2
1208,PRCP,38,1965-05-2
1209,TMAX,250,1965-06-2
1210,TMIN,170,1965-06-2
1211,PRCP,0,1965-06-2
1212,TMAX,230,1965-07-2
1213,TMIN,150,1965-07-2
1214,PRCP,15,1965-07-2
1215,TMAX,250,1965-08-2
1216,TMIN,160,1965-08-2
1217,PRCP,67,1965-08-2
1218,TMAX,250,1965-09-2
1219,TMIN,140,1965-09-2
1220,PRCP,6,1965-09-2
1221,TMAX,240,1965-10-2
1222,TMIN,150,1965-10-2
1223,PRCP,0,1965-10-2
1224,TMAX,250,1965-11-2
1225,TMIN,110,1965-11-2
1226,PRCP,0,1965-11-2
1227,TMAX,235,1965-12-2
1228,TMIN,130,1965-12-2
1229,PRCP,0,1965-12-2
1230,TMAX,250,1966-01-2
1231,TMIN,130,1966-01-2
1232,PRCP,0,1966-01-2
1233,TMAX,210,1966-02-2
1234,TMIN,100,1966-02-2
1235,PRCP,0,1966-02-2
1236,TMAX,240,1966-03-2
1237,TMIN,130,1966-03-2
1238,PRCP,0,1966-03-2
1239,TMAX,280,1966-04-2
1240,TMIN,160,1966-04-2
1241,PRCP,166,1966-04-2
1242,TMAX,260,1966-05-2
1243,TMIN,150,1966-05-2
1244,PRCP,68,1966-05-2
1245,TMAX,280,1966-06-2
1246,TMIN,170,1966-06-2
1247,PRCP,0,1966-06-2
1248,TMAX,240,1966-07-2
1249,TMIN,185,1966-07-2
1250,PRCP,190,1966-07-2
1251,TMAX,255,1966-08-2
1252,TMIN,150,1966-08-2
1253,PRCP,0,1966-08-2
1254,TMAX,245,1966-09-2
1255,TMIN,150,1966-09-2
1256,PRCP,13,1966-09-2
1257,TMAX,255,1966-10-2
1258,TMIN,145,1966-10-2
1259,PRCP,179,1966-10-2
1260,TMAX,248,1966-11-2
1261,TMIN,130,1966-11-2
1262,PRCP,0,1966-11-2
1263,TMAX,250,1966-12-2
1264,TMIN,97,1966-12-2
1265,PRCP,0,1966-12-2
1266,TMAX,264,1967-01-2
1267,TMIN,130,1967-01-2
1268,PRCP,0,1967-01-2
1269,TMAX,282,1967-02-2
1270,TMIN,138,1967-02-2
1271,PRCP,0,1967-02-2
1272,TMAX,290,1967-03-2
1273,TMIN,140,1967-03-2
1274,PRCP,0,1967-03-2
1275,TMAX,279,1967-04-2
1276,TMIN,140,1967-04-2
1277,PRCP,0,1967-04-2
1278,TMAX,330,1967-05-2
1279,TMIN,180,1967-05-2
1280,PRCP,0,1967-05-2
1281,TMAX,329,1967-06-2
1282,TMIN,190,1967-06-2
1283,PRCP,13,1967-06-2
1284,TMAX,286,1967-07-2
1285,TMIN,164,1967-07-2
1286,PRCP,12,1967-07-2
1287,TMAX,293,1967-08-2
1288,TMIN,165,1967-08-2
1289,PRCP,100,1967-08-2
1290,TMAX,252,1967-09-2
1291,TMIN,164,1967-09-2
1292,PRCP,84,1967-09-2
1293,TMAX,269,1967-10-2
1294,TMIN,161,1967-10-2
1295,PRCP,0,1967-10-2
1296,TMAX,276,1967-11-2
1297,TMIN,130,1967-11-2
1298,PRCP,0,1967-11-2
1299,TMAX,259,1967-12-2
1300,TMIN,150,1967-12-2
1301,PRCP,23,1967-12-2
1302,TMAX,260,1968-01-2
1303,TMIN,139,1968-01-2
1304,PRCP,0,1968-01-2
1305,TMAX,260,1968-02-2
1306,TMIN,113,1968-02-2
1307,PRCP,50,1968-02-2
1308,TMAX,230,1968-03-2
1309,TMIN,130,1968-03-2
1310,PRCP,0,1968-03-2
1311,TMAX,290,1968-04-2
1312,TMIN,174,1968-04-2
1313,PRCP,2,1968-04-2
1314,TMAX,282,1968-05-2
1315,TMIN,155,1968-05-2
1316,PRCP,0,1968-05-2
1317,TMAX,300,1968-06-2
1318,TMIN,180,1968-06-2
1319,PRCP,0,1968-06-2
1320,TMAX,250,1968-07-2
1321,TMIN,150,1968-07-2
1322,PRCP,28,1968-07-2
1323,TMAX,290,1968-08-2
1324,TMIN,163,1968-08-2
1325,PRCP,518,1968-08-2
1326,TMAX,260,1968-09-2
1327,TMIN,142,1968-09-2
1328,PRCP,560,1968-09-2
1329,TMAX,273,1968-10-2
1330,TMIN,170,1968-10-2
1331,PRCP,25,1968-10-2
1332,TMAX,260,1968-11-2
1333,TMIN,150,1968-11-2
1334,PRCP,0,1968-11-2
1335,TMAX,270,1968-12-2
1336,TMIN,154,1968-12-2
1337,PRCP,0,1968-12-2
1338,TMAX,252,1969-01-2
1339,TMIN,122,1969-01-2
1340,PRCP,0,1969-01-2
1341,TMAX,282,1969-02-2
1342,TMIN,152,1969-02-2
1343,PRCP,0,1969-02-2
1344,TMAX,292,1969-03-2
1345,TMIN,152,1969-03-2
1346,PRCP,0,1969-03-2
1347,TMAX,290,1969-04-2
1348,TMIN,150,1969-04-2
1349,PRCP,0,1969-04-2
1350,TMAX,320,1969-05-2
1351,TMIN,172,1969-05-2
1352,PRCP,0,1969-05-2
1353,TMAX,320,1969-06-2
1354,TMIN,180,1969-06-2
1355,PRCP,0,1969-06-2
1356,TMAX,286,1969-07-2
1357,TMIN,166,1969-07-2
1358,PRCP,0,1969-07-2
1359,TMAX,270,1969-08-2
1360,TMIN,170,1969-08-2
1361,PRCP,85,1969-08-2
1362,TMAX,220,1969-09-2
1363,TMIN,160,1969-09-2
1364,PRCP,75,1969-09-2
1365,TMAX,250,1969-10-2
1366,TMIN,150,1969-10-2
1367,PRCP,1,1969-10-2
1368,TMAX,250,1969-11-2
1369,TMIN,140,1969-11-2
1370,PRCP,0,1969-11-2
1371,TMAX,250,1969-12-2
1372,TMIN,148,1969-12-2
1373,PRCP,0,1969-12-2
1374,TMAX,260,1970-01-2
1375,TMIN,133,1970-01-2
1376,PRCP,0,1970-01-2
1377,TMAX,276,1970-02-2
1378,TMIN,141,1970-02-2
1379,PRCP,0,1970-02-2
1380,TMAX,272,1970-03-2
1381,TMIN,150,1970-03-2
1382,PRCP,0,1970-03-2
1383,TMAX,322,1970-04-2
1384,TMIN,177,1970-04-2
1385,PRCP,0,1970-04-2
1386,TMAX,312,1970-05-2
1387,TMIN,193,1970-05-2
1388,PRCP,0,1970-05-2
1389,TMAX,276,1970-06-2
1390,TMIN,182,1970-06-2
1391,PRCP,14,1970-06-2
1392,TMAX,246,1970-07-2
1393,TMIN,152,1970-07-2
1394,PRCP,0,1970-07-2
1395,TMAX,243,1970-08-2
1396,TMIN,160,1970-08-2
1397,PRCP,85,1970-08-2
1398,TMAX,259,1970-09-2
1399,TMIN,172,1970-09-2
1400,PRCP,150,1970-09-2
1401,TMAX,270,1970-10-2
1402,TMIN,158,1970-10-2
1403,PRCP,0,1970-10-2
1404,TMAX,276,1970-11-2
1405,TMIN,133,1970-11-2
1406,PRCP,1,1970-11-2
1407,TMAX,290,1970-12-2
1408,TMIN,134,1970-12-2
1409,PRCP,0,1970-12-2
1410,TMAX,280,1971-01-2
1411,TMIN,130,1971-01-2
1412,PRCP,0,1971-01-2
1413,TMAX,270,1971-02-2
1414,TMIN,140,1971-02-2
1415,PRCP,0,1971-02-2
1416,TMAX,304,1971-06-2
1417,TMIN,173,1971-06-2
1418,PRCP,0,1971-06-2
1419,TMAX,252,1971-07-2
1420,TMIN,162,1971-07-2
1421,PRCP,155,1971-07-2
1422,TMAX,260,1971-08-2
1423,TMIN,160,1971-08-2
1424,PRCP,135,1971-08-2
1425,TMAX,240,1971-09-2
1426,TMIN,153,1971-09-2
1427,PRCP,70,1971-09-2
1428,TMAX,235,1971-10-2
1429,TMIN,160,1971-10-2
1430,PRCP,45,1971-10-2
1431,TMAX,240,1971-11-2
1432,TMIN,100,1971-11-2
1433,PRCP,0,1971-11-2
1434,TMAX,230,1971-12-2
1435,TMIN,115,1971-12-2
1436,PRCP,0,1971-12-2
1437,TMAX,240,1972-01-2
1438,TMIN,100,1972-01-2
1439,PRCP,0,1972-01-2
1440,TMAX,250,1972-02-2
1441,TMIN,110,1972-02-2
1442,PRCP,0,1972-02-2
1443,TMAX,265,1972-03-2
1444,TMIN,125,1972-03-2
1445,PRCP,0,1972-03-2
1446,TMAX,280,1972-04-2
1447,TMIN,125,1972-04-2
1448,PRCP,0,1972-04-2
1449,TMAX,305,1972-05-2
1450,TMIN,190,1972-05-2
1451,PRCP,0,1972-05-2
1452,TMAX,255,1972-06-2
1453,TMIN,155,1972-06-2
1454,PRCP,40,1972-06-2
1455,TMAX,280,1972-07-2
1456,TMIN,180,1972-07-2
1457,PRCP,0,1972-07-2
1458,TMAX,230,1972-08-2
1459,TMIN,165,1972-08-2
1460,PRCP,355,1972-08-2
1461,TMAX,260,1972-09-2
1462,TMIN,155,1972-09-2
1463,PRCP,0,1972-09-2
1464,TMAX,255,1972-10-2
1465,TMIN,155,1972-10-2
1466,PRCP,0,1972-10-2
1467,TMAX,250,1972-11-2
1468,TMIN,160,1972-11-2
1469,PRCP,20,1972-11-2
1470,TMAX,220,1972-12-2
1471,TMIN,150,1972-12-2
1472,PRCP,0,1972-12-2
1473,TMAX,270,1973-01-2
1474,TMIN,120,1973-01-2
1475,PRCP,0,1973-01-2
1476,TMAX,270,1973-02-2
1477,TMIN,140,1973-02-2
1478,PRCP,0,1973-02-2
1479,TMAX,280,1973-03-2
1480,TMIN,115,1973-03-2
1481,PRCP,0,1973-03-2
1482,TMAX,290,1973-04-2
1483,TMIN,170,1973-04-2
1484,PRCP,0,1973-04-2
1485,TMAX,310,1973-05-2
1486,TMIN,200,1973-05-2
1487,PRCP,0,1973-05-2
1488,TMAX,290,1973-06-2
1489,TMIN,175,1973-06-2
1490,PRCP,0,1973-06-2
1491,TMAX,220,1973-08-2
1492,TMIN,160,1973-08-2
1493,PRCP,385,1973-08-2
1494,TMAX,230,1973-09-2
1495,TMIN,160,1973-09-2
1496,PRCP,0,1973-09-2
1497,TMAX,240,1973-10-2
1498,TMIN,150,1973-10-2
1499,PRCP,0,1973-10-2
1500,TMAX,260,1973-11-2
1501,TMIN,150,1973-11-2
1502,PRCP,0,1973-11-2
1503,TMAX,235,1973-12-2
1504,TMIN,110,1973-12-2
1505,PRCP,0,1973-12-2
1508,PRCP,0,1974-01-2
1509,TMAX,280,1974-02-2
1510,TMIN,140,1974-02-2
1511,PRCP,0,1974-02-2
1512,TMAX,270,1974-03-2
1513,TMIN,105,1974-03-2
1514,PRCP,0,1974-03-2
1515,TMAX,295,1974-04-2
1516,TMIN,140,1974-04-2
1517,PRCP,0,1974-04-2
1518,TMAX,305,1974-05-2
1519,TMIN,170,1974-05-2
1520,PRCP,0,1974-05-2
1521,TMAX,270,1974-06-2
1522,TMIN,160,1974-06-2
1523,PRCP,0,1974-06-2
1524,TMAX,240,1974-07-2
1525,TMIN,160,1974-07-2
1526,PRCP,210,1974-07-2
1527,TMAX,270,1974-08-2
1528,TMIN,160,1974-08-2
1529,PRCP,15,1974-08-2
1530,TMAX,250,1974-09-2
1531,TMIN,160,1974-09-2
1532,PRCP,0,1974-09-2
1533,TMAX,240,1974-10-2
1534,TMIN,150,1974-10-2
1535,PRCP,0,1974-10-2
1536,TMAX,265,1974-11-2
1537,TMIN,160,1974-11-2
1538,PRCP,0,1974-11-2
1539,TMAX,240,1974-12-2
1540,TMIN,125,1974-12-2
1541,PRCP,0,1974-12-2
1542,TMAX,260,1975-01-2
1543,TMIN,130,1975-01-2
1544,PRCP,0,1975-01-2
1545,TMAX,240,1975-02-2
1546,TMIN,160,1975-02-2
1547,PRCP,0,1975-02-2
1548,TMAX,280,1975-03-2
1549,TMIN,160,1975-03-2
1550,PRCP,0,1975-03-2
1551,TMAX,310,1975-04-2
1552,TMIN,170,1975-04-2
1553,PRCP,0,1975-04-2
1554,TMAX,300,1975-05-2
1555,TMIN,170,1975-05-2
1556,PRCP,0,1975-05-2
1557,TMAX,240,1975-06-2
1558,TMIN,180,1975-06-2
1559,PRCP,0,1975-06-2
1560,TMAX,230,1975-07-2
1561,TMIN,160,1975-07-2
1562,PRCP,0,1975-07-2
1563,TMAX,260,1975-08-2
1564,TMIN,160,1975-08-2
1565,PRCP,0,1975-08-2
1566,TMAX,210,1975-09-2
1567,TMIN,150,1975-09-2
1568,PRCP,35,1975-09-2
1569,TMAX,270,1975-10-2
1570,TMIN,150,1975-10-2
1571,PRCP,0,1975-10-2
1572,TMAX,260,1975-11-2
1573,TMIN,140,1975-11-2
1574,PRCP,0,1975-11-2
1575,TMAX,240,1975-12-2
1576,TMIN,140,1975-12-2
1577,PRCP,0,1975-12-2
1578,TMAX,250,1976-01-2
1579,TMIN,120,1976-01-2
1580,PRCP,0,1976-01-2
1581,TMAX,220,1976-02-2
1582,TMIN,130,1976-02-2
1583,PRCP,0,1976-02-2
1584,TMAX,270,1976-03-2
1585,TMIN,140,1976-03-2
1586,PRCP,0,1976-03-2
1587,TMAX,280,1976-04-2
1588,TMIN,130,1976-04-2
1589,PRCP,0,1976-04-2
1590,TMAX,280,1976-05-2
1591,TMIN,170,1976-05-2
1592,PRCP,0,1976-05-2
1593,TMAX,250,1976-06-2
1594,TMIN,150,1976-06-2
1595,PRCP,0,1976-06-2
1596,TMAX,230,1976-07-2
1597,TMIN,160,1976-07-2
1598,PRCP,210,1976-07-2
1599,TMAX,270,1976-08-2
1600,TMIN,160,1976-08-2
1601,PRCP,0,1976-08-2
1602,TMAX,270,1976-09-2
1603,TMIN,160,1976-09-2
1604,PRCP,170,1976-09-2
1605,TMAX,240,1976-10-2
1606,TMIN,150,1976-10-2
1607,PRCP,10,1976-10-2
1608,TMAX,230,1976-11-2
1609,TMIN,140,1976-11-2
1610,PRCP,0,1976-11-2
1611,TMAX,250,1976-12-2
1612,TMIN,140,1976-12-2
1613,PRCP,0,1976-12-2
1614,TMAX,260,1977-01-2
1615,TMIN,130,1977-01-2
1616,PRCP,0,1977-01-2
1617,TMAX,260,1977-02-2
1618,TMIN,130,1977-02-2
1619,PRCP,0,1977-02-2
1620,TMAX,280,1977-03-2
1621,TMIN,140,1977-03-2
1622,PRCP,0,1977-03-2
1623,TMAX,310,1977-04-2
1624,TMIN,160,1977-04-2
1625,PRCP,0,1977-04-2
1626,TMAX,300,1977-05-2
1627,TMIN,150,1977-05-2
1628,PRCP,0,1977-05-2
1629,TMAX,250,1977-06-2
1630,TMIN,160,1977-06-2
1631,PRCP,0,1977-06-2
1632,TMAX,240,1977-07-2
1633,TMIN,150,1977-07-2
1634,PRCP,0,1977-07-2
1635,TMAX,250,1977-08-2
1636,TMIN,170,1977-08-2
1637,PRCP,0,1977-08-2
1638,TMAX,235,1977-09-2
1639,TMIN,145,1977-09-2
1640,PRCP,100,1977-09-2
1641,TMAX,270,1977-10-2
1642,TMIN,150,1977-10-2
1643,PRCP,0,1977-10-2
1644,TMAX,265,1977-11-2
1645,TMIN,140,1977-11-2
1646,PRCP,0,1977-11-2
1647,TMAX,270,1977-12-2
1648,TMIN,160,1977-12-2
1649,PRCP,0,1977-12-2
1650,TMAX,270,1978-01-2
1651,TMIN,140,1978-01-2
1652,PRCP,0,1978-01-2
1653,TMAX,285,1978-02-2
1654,TMIN,145,1978-02-2
1655,PRCP,0,1978-02-2
1656,TMAX,260,1978-03-2
1657,TMIN,160,1978-03-2
1658,PRCP,0,1978-03-2
1659,TMAX,310,1978-04-2
1660,TMIN,160,1978-04-2
1661,PRCP,0,1978-04-2
1662,TMAX,325,1978-05-2
1663,TMIN,165,1978-05-2
1664,PRCP,0,1978-05-2
1665,TMAX,295,1978-06-2
1666,TMIN,175,1978-06-2
1667,PRCP,520,1978-06-2
1668,TMAX,250,1978-07-2
1669,TMIN,170,1978-07-2
1670,PRCP,0,1978-07-2
1671,TMAX,270,1978-08-2
1672,TMIN,165,1978-08-2
1673,PRCP,0,1978-08-2
1674,TMAX,265,1978-09-2
1675,TMIN,160,1978-09-2
1676,PRCP,15,1978-09-2
1677,TMAX,265,1978-10-2
1678,TMIN,160,1978-10-2
1679,PRCP,0,1978-10-2
1680,TMAX,245,1978-11-2
1681,TMIN,140,1978-11-2
1682,PRCP,0,1978-11-2
1683,TMAX,270,1978-12-2
1684,TMIN,155,1978-12-2
1685,PRCP,0,1978-12-2
1686,TMAX,255,1979-01-2
1687,TMIN,90,1979-01-2
1688,PRCP,0,1979-01-2
1689,TMAX,280,1979-02-2
1690,TMIN,145,1979-02-2
1691,PRCP,0,1979-02-2
1692,TMAX,290,1979-03-2
1693,TMIN,135,1979-03-2
1694,PRCP,0,1979-03-2
1695,TMAX,315,1979-04-2
1696,TMIN,170,1979-04-2
1697,PRCP,0,1979-04-2
1698,TMAX,325,1979-05-2
1699,TMIN,120,1979-05-2
1700,PRCP,0,1979-05-2
1701,TMAX,290,1979-06-2
1702,TMIN,175,1979-06-2
1703,PRCP,0,1979-06-2
1704,TMAX,290,1979-07-2
1705,TMIN,165,1979-07-2
1706,PRCP,146,1979-07-2
1707,TMAX,275,1979-08-2
1708,TMIN,160,1979-08-2
