,type,value,date
21998,PRCP,0,1955-11-26
21999,TMAX,240,1955-12-26
22000,TMIN,100,1955-12-26
22001,PRCP,0,1955-12-26
22002,TMAX,270,1956-01-26
22003,TMIN,130,1956-01-26
22004,PRCP,0,1956-01-26
22005,TMAX,290,1956-02-26
22006,TMIN,140,1956-02-26
22007,PRCP,0,1956-02-26
22008,TMAX,270,1956-03-26
22009,TMIN,110,1956-03-26
22010,PRCP,0,1956-03-26
22011,TMAX,300,1956-04-26
22012,TMIN,150,1956-04-26
22013,PRCP,0,1956-04-26
22014,TMAX,280,1956-05-26
22015,TMIN,160,1956-05-26
22016,PRCP,48,1956-05-26
22017,TMAX,240,1956-06-26
22018,TMIN,140,1956-06-26
22019,PRCP,0,1956-06-26
22020,TMAX,250,1956-07-26
22021,TMIN,150,1956-07-26
22022,PRCP,205,1956-07-26
22023,TMAX,260,1956-08-26
22024,TMIN,170,1956-08-26
22025,PRCP,217,1956-08-26
22026,TMAX,240,1956-09-26
22027,TMIN,150,1956-09-26
22028,PRCP,0,1956-09-26
22029,TMAX,280,1956-10-26
22030,TMIN,140,1956-10-26
22031,PRCP,0,1956-10-26
22032,TMAX,260,1956-12-26
22033,TMIN,110,1956-12-26
22034,PRCP,0,1956-12-26
22035,TMAX,240,1957-01-26
22036,TMIN,140,1957-01-26
22037,PRCP,0,1957-01-26
22038,TMAX,270,1957-02-26
22039,TMIN,130,1957-02-26
22040,PRCP,0,1957-02-26
22041,TMAX,290,1957-03-26
22042,TMIN,140,1957-03-26
22043,PRCP,0,1957-03-26
22044,TMAX,320,1957-04-26
22045,TMIN,180,1957-04-26
22046,PRCP,0,1957-04-26
22047,TMAX,310,1957-05-26
22048,TMIN,180,1957-05-26
22049,PRCP,178,1957-05-26
22050,TMAX,240,1957-06-26
22051,TMIN,150,1957-06-26
22052,PRCP,0,1957-06-26
22053,TMAX,240,1957-07-26
22054,TMIN,160,1957-07-26
22055,PRCP,0,1957-07-26
22056,TMAX,260,1957-08-26
22057,TMIN,150,1957-08-26
22058,PRCP,385,1957-08-26
22059,TMAX,240,1957-10-26
22060,TMIN,150,1957-10-26
22061,PRCP,54,1957-10-26
22062,TMAX,280,1957-11-26
22063,TMIN,140,1957-11-26
22064,PRCP,0,1957-11-26
22065,TMAX,260,1957-12-26
22066,TMIN,130,1957-12-26
22067,PRCP,0,1957-12-26
22068,TMAX,250,1958-01-26
22069,TMIN,120,1958-01-26
22070,PRCP,0,1958-01-26
22071,TMAX,260,1958-02-26
22072,TMIN,110,1958-02-26
22073,PRCP,0,1958-02-26
22074,TMAX,300,1958-03-26
22075,TMIN,150,1958-03-26
22076,PRCP,0,1958-03-26
22077,TMAX,310,1958-04-26
22078,TMIN,200,1958-04-26
22079,PRCP,0,1958-04-26
22080,TMAX,290,1958-05-26
22081,TMIN,120,1958-05-26
22082,PRCP,0,1958-05-26
22083,TMAX,260,1958-06-26
22084,TMIN,160,1958-06-26
22085,PRCP,89,1958-06-26
22086,TMAX,260,1958-07-26
22087,TMIN,140,1958-07-26
22088,PRCP,68,1958-07-26
22089,TMAX,270,1958-08-26
22090,TMIN,160,1958-08-26
22091,PRCP,38,1958-08-26
22092,TMAX,240,1958-09-26
22093,TMIN,160,1958-09-26
22094,PRCP,25,1958-09-26
22095,TMAX,260,1958-10-26
22096,TMIN,150,1958-10-26
22097,PRCP,0,1958-10-26
22098,TMAX,250,1958-11-26
22099,TMIN,140,1958-11-26
22100,PRCP,0,1958-11-26
22101,TMAX,240,1958-12-26
22102,TMIN,160,1958-12-26
22103,PRCP,0,1958-12-26
22104,TMAX,250,1959-01-26
22105,TMIN,140,1959-01-26
22106,PRCP,0,1959-01-26
22107,TMAX,280,1959-02-26
22108,TMIN,160,1959-02-26
22109,PRCP,0,1959-02-26
22110,TMAX,300,1959-03-26
22111,TMIN,160,1959-03-26
22112,PRCP,0,1959-03-26
22113,TMAX,310,1959-04-26
22114,TMIN,160,1959-04-26
22115,PRCP,0,1959-04-26
22116,TMAX,300,1959-05-26
22117,TMIN,180,1959-05-26
22118,PRCP,0,1959-05-26
22119,TMAX,280,1959-06-26
22120,TMIN,160,1959-06-26
22121,PRCP,0,1959-06-26
22122,TMAX,260,1959-07-26
22123,TMIN,160,1959-07-26
22124,PRCP,24,1959-07-26
22125,TMAX,250,1959-08-26
22126,TMIN,170,1959-08-26
22127,PRCP,202,1959-08-26
22128,TMAX,260,1959-09-26
22129,TMIN,150,1959-09-26
22130,PRCP,383,1959-09-26
22131,TMAX,260,1959-10-26
22132,TMIN,150,1959-10-26
22133,PRCP,0,1959-10-26
22134,TMAX,260,1959-11-26
22135,TMIN,140,1959-11-26
22136,PRCP,0,1959-11-26
22137,TMAX,260,1959-12-26
22138,TMIN,140,1959-12-26
22139,PRCP,0,1959-12-26
22140,TMAX,260,1960-01-26
22141,TMIN,150,1960-01-26
22142,PRCP,0,1960-01-26
22143,TMAX,280,1960-02-26
22144,TMIN,140,1960-02-26
22145,PRCP,0,1960-02-26
22146,TMAX,300,1960-03-26
22147,TMIN,150,1960-03-26
22148,PRCP,0,1960-03-26
22149,TMAX,310,1960-04-26
22150,TMIN,170,1960-04-26
22151,PRCP,0,1960-04-26
22152,TMAX,330,1960-05-26
22153,TMIN,170,1960-05-26
22154,PRCP,25,1960-05-26
22155,TMAX,290,1960-06-26
22156,TMIN,160,1960-06-26
22157,PRCP,46,1960-06-26
22158,TMAX,260,1960-07-26
22159,TMIN,150,1960-07-26
22160,PRCP,168,1960-07-26
22161,TMAX,260,1960-08-26
22162,TMIN,160,1960-08-26
22163,PRCP,0,1960-08-26
22164,TMAX,260,1960-09-26
22165,TMIN,150,1960-09-26
22166,PRCP,0,1960-09-26
22167,TMAX,250,1960-10-26
22168,TMIN,150,1960-10-26
22169,PRCP,138,1960-10-26
22170,TMAX,280,1960-11-26
22171,TMIN,150,1960-11-26
22172,PRCP,0,1960-11-26
22173,TMAX,240,1960-12-26
22174,TMIN,120,1960-12-26
22175,PRCP,0,1960-12-26
22176,TMAX,280,1961-01-26
22177,TMIN,130,1961-01-26
22178,PRCP,0,1961-01-26
22179,TMAX,290,1961-02-26
22180,TMIN,160,1961-02-26
22181,PRCP,0,1961-02-26
22182,TMAX,290,1961-03-26
22183,TMIN,150,1961-03-26
22184,PRCP,0,1961-03-26
22185,TMAX,310,1961-04-26
22186,TMIN,150,1961-04-26
22187,PRCP,0,1961-04-26
22188,TMAX,290,1961-05-26
22189,TMIN,140,1961-05-26
22190,PRCP,164,1961-05-26
22191,TMAX,270,1961-06-26
22192,TMIN,160,1961-06-26
22193,PRCP,148,1961-06-26
22194,TMAX,250,1961-07-26
22195,TMIN,170,1961-07-26
22196,PRCP,648,1961-07-26
22197,TMAX,270,1961-08-26
22198,TMIN,150,1961-08-26
22199,PRCP,0,1961-08-26
22200,TMAX,250,1961-09-26
22201,TMIN,150,1961-09-26
22202,PRCP,0,1961-09-26
22203,TMAX,260,1961-10-26
22204,TMIN,140,1961-10-26
22205,PRCP,0,1961-10-26
22206,TMAX,240,1961-11-26
22207,TMIN,120,1961-11-26
22208,PRCP,0,1961-11-26
22209,TMAX,250,1961-12-26
22210,TMIN,110,1961-12-26
22211,PRCP,0,1961-12-26
22212,TMAX,270,1962-01-26
22213,TMIN,150,1962-01-26
22214,PRCP,0,1962-01-26
22215,TMAX,300,1962-02-26
22216,TMIN,160,1962-02-26
22217,PRCP,0,1962-02-26
22218,TMAX,310,1962-03-26
22219,TMIN,160,1962-03-26
22220,PRCP,0,1962-03-26
22221,TMAX,280,1962-04-26
22222,TMIN,160,1962-04-26
22223,PRCP,0,1962-04-26
22224,PRCP,0,1962-05-26
22225,PRCP,0,1962-06-26
22226,PRCP,0,1962-08-26
22227,TMAX,275,1962-09-26
22228,TMIN,160,1962-09-26
22229,PRCP,0,1962-09-26
22230,TMAX,255,1962-10-26
22231,TMIN,150,1962-10-26
22232,PRCP,0,1962-10-26
22233,TMAX,265,1962-11-26
22234,TMIN,130,1962-11-26
22235,PRCP,0,1962-11-26
22236,TMAX,280,1962-12-26
22237,TMIN,130,1962-12-26
22238,PRCP,0,1962-12-26
22239,TMAX,290,1963-01-26
22240,TMIN,140,1963-01-26
22241,PRCP,0,1963-01-26
22242,TMAX,250,1963-02-26
22243,TMIN,110,1963-02-26
22244,PRCP,0,1963-02-26
22245,TMAX,260,1963-03-26
22246,TMIN,180,1963-03-26
22247,PRCP,0,1963-03-26
22248,TMAX,230,1963-05-26
22249,TMIN,140,1963-05-26
22250,PRCP,0,1963-05-26
22251,TMAX,240,1963-08-26
22252,TMIN,150,1963-08-26
22253,PRCP,120,1963-08-26
22254,TMAX,280,1963-09-26
22255,TMIN,160,1963-09-26
22256,PRCP,10,1963-09-26
22257,TMAX,240,1963-10-26
22258,TMIN,140,1963-10-26
22259,PRCP,0,1963-10-26
22260,TMAX,215,1963-11-26
22261,TMIN,140,1963-11-26
22262,PRCP,0,1963-11-26
22263,TMAX,145,1963-12-26
22264,TMIN,100,1963-12-26
22265,PRCP,0,1963-12-26
22266,TMAX,280,1964-02-26
22267,TMIN,140,1964-02-26
22268,PRCP,0,1964-02-26
22269,TMAX,270,1964-03-26
22270,TMIN,170,1964-03-26
22271,PRCP,0,1964-03-26
22272,TMAX,320,1964-04-26
22273,TMIN,180,1964-04-26
22274,PRCP,0,1964-04-26
22275,TMAX,230,1964-05-26
22276,TMIN,150,1964-05-26
22277,PRCP,0,1964-05-26
22278,TMAX,250,1964-06-26
22279,TMIN,170,1964-06-26
22280,PRCP,170,1964-06-26
22281,TMAX,255,1964-07-26
22282,TMIN,165,1964-07-26
22283,PRCP,10,1964-07-26
22284,TMAX,260,1964-08-26
22285,TMIN,150,1964-08-26
22286,PRCP,0,1964-08-26
22287,TMAX,245,1964-09-26
22288,TMIN,155,1964-09-26
22289,PRCP,130,1964-09-26
22290,TMAX,240,1964-10-26
22291,TMIN,130,1964-10-26
22292,PRCP,0,1964-10-26
22293,TMAX,260,1964-11-26
22294,TMIN,135,1964-11-26
22295,PRCP,0,1964-11-26
22296,TMAX,230,1964-12-26
22297,TMIN,100,1964-12-26
22298,PRCP,0,1964-12-26
22299,TMAX,250,1965-01-26
22300,TMIN,125,1965-01-26
22301,PRCP,0,1965-01-26
22302,TMAX,290,1965-05-26
22303,TMIN,180,1965-05-26
22304,PRCP,0,1965-05-26
22305,TMAX,250,1965-06-26
22306,TMIN,160,1965-06-26
22307,PRCP,0,1965-06-26
22308,TMAX,250,1965-07-26
22309,TMIN,150,1965-07-26
22310,PRCP,20,1965-07-26
22311,TMAX,250,1965-08-26
22312,TMIN,160,1965-08-26
22313,PRCP,233,1965-08-26
22314,TMAX,255,1965-09-26
22315,TMIN,155,1965-09-26
22316,PRCP,28,1965-09-26
22317,TMAX,225,1965-10-26
22318,TMIN,100,1965-10-26
22319,PRCP,0,1965-10-26
22320,TMAX,260,1965-11-26
22321,TMIN,140,1965-11-26
22322,PRCP,0,1965-11-26
22323,TMAX,245,1965-12-26
22324,TMIN,145,1965-12-26
22325,PRCP,0,1965-12-26
22326,TMAX,255,1966-01-26
22327,TMIN,120,1966-01-26
22328,PRCP,0,1966-01-26
22329,TMAX,240,1966-02-26
22330,TMIN,130,1966-02-26
22331,PRCP,0,1966-02-26
22332,TMAX,290,1966-03-26
22333,TMIN,150,1966-03-26
22334,PRCP,0,1966-03-26
22335,TMAX,310,1966-04-26
22336,TMIN,195,1966-04-26
22337,PRCP,0,1966-04-26
22338,TMAX,270,1966-05-26
22339,TMIN,180,1966-05-26
22340,PRCP,32,1966-05-26
22341,TMAX,275,1966-06-26
22342,TMIN,170,1966-06-26
22343,PRCP,30,1966-06-26
22344,TMAX,250,1966-07-26
22345,TMIN,150,1966-07-26
22346,PRCP,0,1966-07-26
22347,TMAX,235,1966-08-26
22348,TMIN,170,1966-08-26
22349,PRCP,0,1966-08-26
22350,TMAX,240,1966-09-26
22351,TMIN,150,1966-09-26
22352,PRCP,0,1966-09-26
22353,TMAX,210,1966-10-26
22355,PRCP,0,1966-10-26
22356,TMAX,252,1966-11-26
22357,TMIN,105,1966-11-26
22358,PRCP,0,1966-11-26
22359,TMAX,264,1966-12-26
22360,TMIN,138,1966-12-26
22361,PRCP,0,1966-12-26
22362,TMAX,271,1967-01-26
22363,TMIN,140,1967-01-26
22364,PRCP,0,1967-01-26
22365,TMAX,250,1967-02-26
22366,TMIN,94,1967-02-26
22367,PRCP,0,1967-02-26
22368,TMAX,288,1967-03-26
22369,TMIN,160,1967-03-26
22370,PRCP,0,1967-03-26
22371,TMAX,324,1967-04-26
22372,TMIN,190,1967-04-26
22373,PRCP,0,1967-04-26
22374,TMAX,311,1967-05-26
22375,TMIN,176,1967-05-26
22376,PRCP,1,1967-05-26
22377,TMAX,282,1967-06-26
22378,TMIN,150,1967-06-26
22379,PRCP,13,1967-06-26
22380,TMAX,333,1967-07-26
22381,TMIN,171,1967-07-26
22382,PRCP,65,1967-07-26
22383,TMAX,276,1967-08-26
22384,TMIN,176,1967-08-26
22385,PRCP,1,1967-08-26
22386,TMAX,176,1967-09-26
22387,TMIN,158,1967-09-26
22388,PRCP,1055,1967-09-26
22389,TMAX,272,1967-10-26
22390,TMIN,141,1967-10-26
22391,PRCP,0,1967-10-26
22392,TMAX,268,1967-11-26
22393,TMIN,154,1967-11-26
22394,PRCP,0,1967-11-26
22395,TMAX,243,1967-12-26
22396,TMIN,128,1967-12-26
22397,PRCP,0,1967-12-26
22398,TMAX,240,1968-01-26
22399,TMIN,123,1968-01-26
22400,PRCP,0,1968-01-26
22401,TMAX,280,1968-02-26
22402,TMIN,144,1968-02-26
22403,PRCP,0,1968-02-26
22404,TMAX,282,1968-03-26
22405,TMIN,150,1968-03-26
22406,PRCP,0,1968-03-26
22407,TMAX,282,1968-04-26
22408,TMIN,152,1968-04-26
22409,PRCP,0,1968-04-26
22410,TMAX,292,1968-05-26
22411,TMIN,174,1968-05-26
22412,PRCP,0,1968-05-26
22413,TMAX,238,1968-06-26
22414,TMIN,160,1968-06-26
22415,PRCP,5,1968-06-26
22416,TMAX,270,1968-07-26
22417,TMIN,170,1968-07-26
22418,PRCP,7,1968-07-26
22419,TMAX,270,1968-08-26
22420,TMIN,152,1968-08-26
22421,PRCP,5,1968-08-26
22422,TMAX,250,1968-09-26
22423,TMIN,143,1968-09-26
22424,PRCP,75,1968-09-26
22425,TMAX,240,1968-10-26
22426,TMIN,120,1968-10-26
22427,PRCP,0,1968-10-26
22428,TMAX,250,1968-11-26
22429,TMIN,123,1968-11-26
22430,PRCP,0,1968-11-26
22431,TMAX,250,1968-12-26
22432,TMIN,132,1968-12-26
22433,PRCP,0,1968-12-26
22434,TMAX,242,1969-01-26
22435,TMIN,134,1969-01-26
22436,PRCP,0,1969-01-26
22437,TMAX,282,1969-02-26
22438,TMIN,160,1969-02-26
22439,PRCP,0,1969-02-26
22440,TMAX,260,1969-03-26
22441,TMIN,180,1969-03-26
22442,PRCP,0,1969-03-26
22443,TMAX,280,1969-04-26
22444,TMIN,160,1969-04-26
22445,PRCP,0,1969-04-26
22446,TMAX,292,1969-05-26
22447,TMIN,160,1969-05-26
22448,PRCP,0,1969-05-26
22449,TMAX,254,1969-06-26
22450,TMIN,270,1969-06-26
22451,PRCP,35,1969-06-26
22452,TMAX,278,1969-07-26
22453,TMIN,160,1969-07-26
22454,PRCP,177,1969-07-26
22455,TMAX,232,1969-08-26
22456,TMIN,160,1969-08-26
22457,PRCP,275,1969-08-26
22458,TMAX,244,1969-09-26
22459,TMIN,162,1969-09-26
22460,PRCP,174,1969-09-26
22461,TMAX,264,1969-10-26
22462,TMIN,160,1969-10-26
22463,PRCP,0,1969-10-26
22464,TMAX,254,1969-11-26
22465,TMIN,132,1969-11-26
22466,PRCP,0,1969-11-26
22467,TMAX,270,1969-12-26
22468,TMIN,150,1969-12-26
22469,PRCP,0,1969-12-26
22470,TMAX,260,1970-01-26
22471,TMIN,130,1970-01-26
22472,PRCP,0,1970-01-26
22473,TMAX,262,1970-02-26
22474,TMIN,137,1970-02-26
22475,PRCP,0,1970-02-26
22476,TMAX,302,1970-03-26
22477,TMIN,161,1970-03-26
22478,PRCP,0,1970-03-26
22479,TMAX,320,1970-04-26
22480,TMIN,180,1970-04-26
22481,PRCP,0,1970-04-26
22482,TMAX,314,1970-05-26
22483,TMIN,200,1970-05-26
22484,PRCP,0,1970-05-26
22485,TMAX,240,1970-06-26
22486,TMIN,164,1970-06-26
22487,PRCP,210,1970-06-26
22488,TMAX,250,1970-07-26
22489,TMIN,157,1970-07-26
22490,PRCP,10,1970-07-26
22491,TMAX,299,1970-08-26
22492,TMIN,157,1970-08-26
22493,PRCP,0,1970-08-26
22494,TMAX,230,1970-09-26
22495,TMIN,163,1970-09-26
22496,PRCP,40,1970-09-26
22497,TMAX,290,1970-10-26
22498,TMIN,142,1970-10-26
22499,PRCP,15,1970-10-26
22500,TMAX,270,1970-11-26
22501,TMIN,114,1970-11-26
22502,PRCP,0,1970-11-26
22503,TMAX,275,1970-12-26
22504,TMIN,136,1970-12-26
22505,PRCP,0,1970-12-26
22506,TMAX,300,1971-01-26
22507,TMIN,150,1971-01-26
22508,PRCP,0,1971-01-26
22509,TMAX,290,1971-02-26
22510,TMIN,112,1971-02-26
22511,PRCP,0,1971-02-26
22512,TMAX,230,1971-06-26
22513,TMIN,150,1971-06-26
22514,PRCP,410,1971-06-26
22515,TMAX,250,1971-07-26
22516,TMIN,124,1971-07-26
22517,PRCP,90,1971-07-26
22518,TMAX,250,1971-08-26
22519,TMIN,163,1971-08-26
22520,PRCP,10,1971-08-26
22521,TMAX,250,1971-09-26
22522,TMIN,150,1971-09-26
22523,PRCP,40,1971-09-26
22524,TMAX,245,1971-10-26
22525,TMIN,120,1971-10-26
22526,PRCP,0,1971-10-26
22527,TMAX,250,1971-11-26
22528,TMIN,120,1971-11-26
22529,PRCP,0,1971-11-26
22530,TMAX,220,1971-12-26
22531,TMIN,110,1971-12-26
22532,PRCP,0,1971-12-26
22533,TMAX,240,1972-01-26
22534,TMIN,120,1972-01-26
22535,PRCP,0,1972-01-26
22536,TMAX,280,1972-02-26
22537,TMIN,120,1972-02-26
22538,PRCP,0,1972-02-26
22539,TMAX,285,1972-03-26
22540,TMIN,120,1972-03-26
22541,PRCP,0,1972-03-26
22542,TMAX,280,1972-04-26
22543,TMIN,170,1972-04-26
22544,PRCP,0,1972-04-26
22545,TMAX,270,1972-05-26
22546,TMIN,165,1972-05-26
22547,PRCP,0,1972-05-26
22548,TMAX,245,1972-06-26
22549,TMIN,170,1972-06-26
22550,PRCP,245,1972-06-26
22551,TMAX,260,1972-07-26
22552,TMIN,175,1972-07-26
22553,PRCP,140,1972-07-26
22554,TMAX,245,1972-08-26
22555,TMIN,170,1972-08-26
22556,PRCP,0,1972-08-26
22557,TMAX,250,1972-09-26
22558,TMIN,160,1972-09-26
22559,PRCP,10,1972-09-26
22560,TMAX,250,1972-10-26
22561,TMIN,150,1972-10-26
22562,PRCP,30,1972-10-26
22563,TMAX,240,1972-11-26
22564,TMIN,160,1972-11-26
22565,PRCP,35,1972-11-26
22566,TMAX,245,1972-12-26
22567,TMIN,135,1972-12-26
22568,PRCP,0,1972-12-26
22569,TMAX,270,1973-01-26
22570,TMIN,135,1973-01-26
22571,PRCP,0,1973-01-26
22572,TMAX,280,1973-02-26
22573,TMIN,150,1973-02-26
22574,PRCP,0,1973-02-26
22575,TMAX,330,1973-03-26
22576,TMIN,150,1973-03-26
22577,PRCP,0,1973-03-26
22578,TMAX,330,1973-04-26
22579,TMIN,190,1973-04-26
22580,PRCP,0,1973-04-26
22581,TMAX,320,1973-05-26
22582,TMIN,180,1973-05-26
22583,PRCP,0,1973-05-26
22584,TMAX,210,1973-06-26
22585,TMIN,160,1973-06-26
22586,PRCP,450,1973-06-26
22587,TMAX,235,1973-08-26
22588,TMIN,175,1973-08-26
22589,PRCP,15,1973-08-26
22590,TMAX,250,1973-09-26
22591,TMIN,150,1973-09-26
22592,PRCP,161,1973-09-26
22593,TMAX,230,1973-10-26
22594,TMIN,140,1973-10-26
22595,PRCP,0,1973-10-26
22596,TMAX,220,1973-11-26
22597,TMIN,130,1973-11-26
22598,PRCP,0,1973-11-26
22601,PRCP,0,1973-12-26
22602,TMAX,250,1974-01-26
22603,TMIN,120,1974-01-26
22604,PRCP,0,1974-01-26
22605,TMAX,260,1974-02-26
22606,TMIN,85,1974-02-26
22607,PRCP,0,1974-02-26
22608,TMAX,290,1974-03-26
22609,TMIN,155,1974-03-26
22610,PRCP,0,1974-03-26
22611,TMAX,295,1974-04-26
22612,TMIN,160,1974-04-26
22613,PRCP,0,1974-04-26
22614,TMAX,250,1974-05-26
22615,TMIN,160,1974-05-26
22616,PRCP,230,1974-05-26
22617,TMAX,260,1974-06-26
22618,TMIN,155,1974-06-26
22619,PRCP,0,1974-06-26
22620,TMAX,235,1974-07-26
22621,TMIN,150,1974-07-26
22622,PRCP,285,1974-07-26
22623,TMAX,270,1974-08-26
22624,TMIN,170,1974-08-26
22625,PRCP,265,1974-08-26
22626,TMAX,230,1974-09-26
22627,TMIN,170,1974-09-26
22628,PRCP,10,1974-09-26
22629,TMAX,240,1974-10-26
22630,TMIN,120,1974-10-26
22631,PRCP,0,1974-10-26
22632,TMAX,260,1974-11-26
22633,TMIN,100,1974-11-26
22634,PRCP,0,1974-11-26
22635,TMAX,240,1974-12-26
22636,TMIN,150,1974-12-26
22637,PRCP,0,1974-12-26
22638,TMAX,260,1975-01-26
22639,TMIN,135,1975-01-26
22640,PRCP,0,1975-01-26
22641,TMAX,260,1975-02-26
22642,TMIN,140,1975-02-26
22643,PRCP,0,1975-02-26
22644,TMAX,290,1975-03-26
22645,TMIN,160,1975-03-26
22646,PRCP,0,1975-03-26
22647,TMAX,290,1975-04-26
22648,TMIN,160,1975-04-26
22649,PRCP,0,1975-04-26
22650,TMAX,250,1975-05-26
22651,TMIN,160,1975-05-26
22652,PRCP,55,1975-05-26
22653,TMAX,230,1975-06-26
22654,TMIN,160,1975-06-26
22655,PRCP,215,1975-06-26
22656,TMAX,260,1975-07-26
22657,TMIN,160,1975-07-26
22658,PRCP,355,1975-07-26
22659,TMAX,220,1975-08-26
22660,TMIN,160,1975-08-26
22661,PRCP,405,1975-08-26
22662,TMAX,240,1975-09-26
22663,TMIN,110,1975-09-26
22664,PRCP,0,1975-09-26
22665,TMAX,250,1975-10-26
22666,TMIN,160,1975-10-26
22667,PRCP,0,1975-10-26
22668,TMAX,250,1975-11-26
22669,TMIN,140,1975-11-26
22670,PRCP,0,1975-11-26
22671,TMAX,250,1975-12-26
22672,TMIN,120,1975-12-26
22673,PRCP,0,1975-12-26
22674,TMAX,250,1976-01-26
22675,TMIN,120,1976-01-26
22676,PRCP,0,1976-01-26
22677,TMAX,250,1976-02-26
22678,TMIN,120,1976-02-26
22679,PRCP,0,1976-02-26
22680,TMAX,280,1976-03-26
22681,TMIN,160,1976-03-26
22682,PRCP,0,1976-03-26
22683,TMAX,260,1976-04-26
22684,TMIN,150,1976-04-26
22685,PRCP,0,1976-04-26
22686,TMAX,335,1976-05-26
22687,TMIN,200,1976-05-26
22688,PRCP,0,1976-05-26
22689,TMAX,265,1976-06-26
22690,TMIN,185,1976-06-26
22691,PRCP,220,1976-06-26
22692,TMAX,260,1976-07-26
22693,TMIN,140,1976-07-26
22694,PRCP,0,1976-07-26
22695,TMAX,270,1976-08-26
22696,TMIN,170,1976-08-26
22697,PRCP,10,1976-08-26
22698,TMAX,275,1976-09-26
22699,TMIN,170,1976-09-26
22700,PRCP,0,1976-09-26
22701,TMAX,240,1976-10-26
22702,TMIN,160,1976-10-26
22703,PRCP,0,1976-10-26
22704,TMAX,260,1976-11-26
22705,TMIN,140,1976-11-26
22706,PRCP,0,1976-11-26
22707,TMAX,240,1976-12-26
22708,TMIN,140,1976-12-26
22709,PRCP,0,1976-12-26
22710,TMAX,260,1977-01-26
22711,TMIN,120,1977-01-26
22712,PRCP,0,1977-01-26
22713,TMAX,280,1977-02-26
22714,TMIN,120,1977-02-26
22715,PRCP,0,1977-02-26
22716,TMAX,280,1977-03-26
22717,TMIN,180,1977-03-26
22718,PRCP,0,1977-03-26
22719,TMAX,260,1977-04-26
22720,TMIN,160,1977-04-26
22721,PRCP,0,1977-04-26
22722,TMAX,240,1977-05-26
22723,TMIN,150,1977-05-26
22724,PRCP,0,1977-05-26
22725,TMAX,270,1977-06-26
22726,TMIN,150,1977-06-26
22727,PRCP,0,1977-06-26
22728,TMAX,270,1977-07-26
22729,TMIN,150,1977-07-26
22730,PRCP,25,1977-07-26
22731,TMAX,260,1977-08-26
22732,TMIN,150,1977-08-26
22733,PRCP,260,1977-08-26
22734,TMAX,270,1977-09-26
22735,TMIN,155,1977-09-26
22736,PRCP,0,1977-09-26
22737,TMAX,260,1977-10-26
22738,TMIN,155,1977-10-26
22739,PRCP,115,1977-10-26
22740,TMAX,250,1977-11-26
22741,TMIN,130,1977-11-26
22742,PRCP,0,1977-11-26
22743,TMAX,275,1977-12-26
22744,TMIN,145,1977-12-26
22745,PRCP,0,1977-12-26
22746,TMAX,260,1978-01-26
22747,TMIN,140,1978-01-26
22748,PRCP,0,1978-01-26
22749,TMAX,240,1978-02-26
22750,TMIN,140,1978-02-26
22751,PRCP,0,1978-02-26
22752,TMAX,260,1978-03-26
22753,TMIN,140,1978-03-26
22754,PRCP,0,1978-03-26
22755,TMAX,290,1978-04-26
22756,TMIN,175,1978-04-26
22757,PRCP,0,1978-04-26
22758,TMAX,320,1978-05-26
22759,TMIN,175,1978-05-26
22760,PRCP,0,1978-05-26
22761,TMAX,260,1978-06-26
22762,TMIN,170,1978-06-26
22763,PRCP,90,1978-06-26
22764,TMAX,230,1978-07-26
22765,TMIN,150,1978-07-26
22766,PRCP,255,1978-07-26
22767,TMAX,265,1978-08-26
22768,TMIN,170,1978-08-26
22769,PRCP,0,1978-08-26
22770,TMAX,245,1978-09-26
22771,TMIN,165,1978-09-26
22772,PRCP,0,1978-09-26
22773,TMAX,240,1978-10-26
22774,TMIN,140,1978-10-26
22775,PRCP,0,1978-10-26
22776,TMAX,265,1978-11-26
22777,TMIN,140,1978-11-26
22778,PRCP,119,1978-11-26
22779,TMAX,250,1978-12-26
22780,TMIN,125,1978-12-26
22781,PRCP,0,1978-12-26
22782,TMAX,275,1979-01-26
22783,TMIN,120,1979-01-26
22784,PRCP,0,1979-01-26
22785,TMAX,270,1979-02-26
22786,TMIN,145,1979-02-26
22787,PRCP,6,1979-02-26
22788,TMAX,300,1979-03-26
22789,TMIN,125,1979-03-26
22790,PRCP,0,1979-03-26
22791,TMAX,305,1979-04-26
22792,TMIN,150,1979-04-26
22793,PRCP,0,1979-04-26
22794,TMAX,275,1979-05-26
22795,TMIN,160,1979-05-26
22796,PRCP,0,1979-05-26
22797,TMAX,280,1979-06-26
22798,TMIN,185,1979-06-26
22799,PRCP,57,1979-06-26
22800,TMAX,240,1979-07-26
22801,TMIN,155,1979-07-26
22802,PRCP,402,1979-07-26
22803,TMAX,275,1979-08-26
22804,TMIN,145,1979-08-26
22805,PRCP,260,1979-08-26
22806,TMAX,250,1979-09-26
22807,TMIN,110,1979-09-26
22808,PRCP,0,1979-09-26
22809,TMAX,295,1979-10-26
22810,TMIN,110,1979-10-26
22811,PRCP,7,1979-10-26
22812,TMAX,295,1979-11-26
22813,TMIN,95,1979-11-26
22814,PRCP,0,1979-11-26
22815,TMAX,290,1979-12-26
22816,TMIN,100,1979-12-26
22817,PRCP,0,1979-12-26
22818,TMAX,200,1980-01-26
22819,TMIN,110,1980-01-26
22820,PRCP,0,1980-01-26
22821,TMAX,250,1980-02-26
22822,TMIN,140,1980-02-26
22823,PRCP,0,1980-02-26
